SYMBOL	GSM629719	GSM629721	GSM629723	GSM629726	GSM629728	GSM629730	GSM629732	GSM629722	GSM629724	GSM629725	GSM629727	GSM629729	GSM629735
ATP11B	5.994530397999999	5.741611475	5.20342033	5.734209375	5.847545601	6.521211104	7.237535275	7.271246657000001	6.90962545	7.011851608	7.260056219	6.706132000000001	7.295418897999999
ATP13A1	9.22947981	9.221223517	8.933971369	9.459075194	9.098871915	8.695273914	7.7176385860000005	8.318486461	8.08640501	8.168805489	8.309959835	8.102155635	8.448283873
ATP13A2	7.115405438	6.816622132000001	7.026208777999999	7.315046141	6.534404534	6.794655013	5.810180885	6.409700748	5.91444243	6.839064647000001	6.310890465	6.148714878	6.276909323
ATP13A3	6.512883181	5.441139683	5.4330037055	5.702434608000001	5.163003261	6.5347376855	5.961546255	7.0054026615	6.946117117	7.347373776	7.1862607685	7.200182828499999	6.7926546545
ATP1A1	9.807630293999999	10.16476881	10.08114317	10.00615455	10.15268903	10.24961227	9.100714556	10.97361655	9.70876491	9.765722356	10.81242346	9.856068171	10.80621477
ATP1A2	6.5767573079999995	8.3878851415	8.106906307	7.970303631	7.787239810999999	6.999077172	6.304762402	5.2412283985000006	7.520032457	4.707957021	5.119685738	7.150307805000001	5.3525113175
ATP1B1	10.927510995	9.785821582499999	8.102847425	9.5212139925	9.6554201105	9.9402746035	9.3528850505	10.5668098	10.80451372	8.2453069775	10.573536125	11.08485893	10.597768680000001
ATP1B2	6.43791756	8.298641417999999	7.617502722	8.64842032	8.593046974	7.097804765	6.969568692	6.660727541	6.104043243	6.26083386	6.853949472	5.961144702	6.741704827
ATP1B3	11.16730063	10.69384637	9.611558251	10.51268557	9.313520614	10.3609334	10.16196617	10.33970887	10.58694297	10.53437314	10.36077478	10.389588400000001	10.35293687
ATP2A2	8.726987805333334	8.279346997	8.113264694	8.277959563000001	7.863263108333332	8.552405467	7.989411259333334	8.723538864333333	8.978587296666666	9.215663352999998	8.710880931	8.538795414666666	8.806162970666668
ATP2A3	5.729879088	7.5119326025	7.631283504500001	7.895165814	7.670675942999999	7.3358923275	6.9756590460000005	5.0890868895	7.057675514	5.8409115719999996	5.5231730384999995	7.483839972	5.1754075539999995
ATP2B1	6.689784474333333	5.954180289	5.223118166666667	6.739874234333333	5.765680352333334	6.863391784333333	7.398608482	8.043233039333334	7.4687087739999996	7.234213068	8.318993636666667	7.427587335999999	8.111436742
ATP2B2	6.03625427	6.8255239770000005	4.832761227	5.537125282000001	4.691018117	5.249926758	5.513014382000001	5.712793127	6.497018442999999	5.533713037999999	5.748316844	6.193304518	5.590404841000001
ATP2B4	9.474483018	9.022347710999998	9.2383886505	9.1134411915	9.023807619	9.497245008500002	10.0497818865	9.368707295	9.171936217999999	9.7776804725	8.9025065445	8.966083294	9.3663523755
ATP2C1	7.180582532499999	6.3255120695	5.7455206145	6.2818904015	5.92408148025	6.915784648	6.791994992749999	7.171222168749999	7.076953542749999	7.452210128500001	7.401931375749999	7.135857768249999	7.256858518
ATP2C2	6.2310855785	5.842491866	6.8627343185	6.058753665499999	5.352588945	6.128812477	5.0954395565	6.2293738009999995	8.104056002	8.133899099	6.0085655975000005	7.9847105764999995	6.3279077975
ATP4A	5.466690327	5.251335755	5.8135137079999994	5.379430785	5.8220858579999994	5.39817094	5.244415046	5.165036447	5.134602307	5.192265251999999	4.921765593	5.220830243	4.672503573
ATP5A1	12.27572675	12.03604983	11.63831613	11.57202126	11.48776941	11.85454564	11.71787769	12.36206508	11.96951336	12.03158752	12.10284145	11.91324147	12.33580119
ATP5B	11.29869036	11.022355699999999	11.17984301	11.08224456	10.91205164	10.54946403	10.44355399	10.53720397	10.33315588	10.66123445	10.11367982	10.31055547	10.68766935
ATP5C1	10.831376416	10.002371908250002	9.311729401000001	9.344500624750001	9.644096952750001	10.04367336625	10.2720600105	10.497434537999998	10.43051489875	10.503200678499999	10.34356887975	10.42595802425	10.58826716775
ATP5D	9.216095253999999	9.278103087	9.733882851499999	9.788116192499999	9.8426761825	8.900481486	8.728311846	9.034317893	8.5110819225	9.1036855335	8.828490211	8.552521690499999	9.028782549999999
ATP5E	11.44833346	11.98340026	12.02581151	11.69860257	11.50286808	12.10894709	12.11510865	12.28096039	11.84647645	12.52839885	12.41225575	11.92355347	12.30588148
ATP5F1	12.16438884	11.23376398	10.50929081	10.53219165	10.33634771	11.37030049	11.42583323	12.1832945	11.59278537	11.62086617	11.93829966	11.57365404	12.23954264
ATP5G1	10.25636303	9.711156587	9.70920039	10.1723894	9.551200739	8.957756294	9.065106549	9.734973387	8.748636001	9.190409232999999	9.779287484	8.814546339	9.841748373
ATP5G2	11.73757054	11.5900408	11.89480267	11.83846004	12.00999196	11.14883414	11.25214188	11.29257247	11.07507974	11.07031327	11.06438258	10.99702385	11.33245509
ATP5G2P1	5.702675913999999	5.764692569	6.56474724	5.78785413	6.303413189	5.276316222	5.955761672	5.322757206	4.928935291	5.940641733	5.231692169	5.14328083	5.462693334
ATP5G3	11.82646309	11.13836886	11.454203855	11.325031845	11.018343745	10.708801065	10.65613346	11.22882495	10.6146794	10.755495185000001	10.97064666	10.69130101	11.338408585
ATP5H	11.60812609	11.25428724	11.29535064	10.97197623	10.91679653	11.17754167	11.11954163	11.30331894	10.86906375	11.27997364	11.26101078	10.88931977	11.36999967
ATP5I	10.85584467	10.870130045	11.07866597	10.969344549999999	10.80552052	10.740988465000001	11.03650781	10.726117425	10.255207805000001	10.529040085	11.010543325	10.451333739999999	10.790683575
ATP5J	10.86230981	10.61900738	10.891299	10.47250512	10.43196986	10.78560569	10.97343323	11.08625081	10.44175031	10.66257686	11.08876728	10.51087237	11.15321452
ATP5J2-PTCD1	7.811387542	7.95286928	8.04941976	8.314406999	8.197686914	7.522911089	7.3762562560000005	7.0584240220000005	7.011198855	7.240088152	7.264604048	6.9440565979999995	7.159539707
ATP5L	11.1994968865	11.02348466925	10.855219046250001	10.81918309425	10.7770403465	10.89319874275	11.185550361499999	11.0078353655	10.710750945	10.569171021	11.08944482675	10.75178918875	11.11994496725
ATP5O	10.0196350525	9.797891227	9.880978352	9.418166542	9.4945167905	9.7304862285	9.995356893	9.832305169	9.6164865795	9.750298092	9.857427842	9.672802966999999	9.938863285
ATP5S	6.748774514	6.613255887333334	6.219185679333333	6.2189719063333335	6.074825839	6.417523708	5.999982974333332	7.162026544666666	6.185701321333333	6.037364813	7.227942879666667	6.308148786	7.133012900333333
ATP5SL	8.671352384	8.5717272055	8.9145183865	8.767520098	8.771442761	8.3431658415	7.978097203000001	7.530981407	8.177881708	8.2114830305	7.731493165999999	8.060255862	7.7141342405
ATP6AP1	10.331786300000001	10.821389199999999	10.54971429	11.20785677	10.70996828	9.949640771	9.714539525	9.162949547	9.964927037	9.319622535	8.863370835	10.2502535	9.182832056
ATP6AP2	9.376796242000001	8.7272156195	8.537285703	8.8642224825	8.9578439115	9.514043613	10.0236600895	10.0636578115	10.297801956499999	10.1217513305	9.998194056	10.450053335	9.956523731499999
ATP6V0A1	6.491789564499999	6.96989083	7.0568386335	7.1026408965000005	7.394333635500001	6.773103262999999	6.706617658499999	6.3767137515000005	6.5590299105	6.562179137499999	6.411626882	6.7711025199999995	6.17942771
ATP6V0A2	6.385923374000001	6.10675408	5.9555026905	5.9381859485	5.396147922499999	6.053920575	5.406013087	6.57324124	5.861100121	5.879340082999999	6.6332114855	5.552886801	6.543702335500001
ATP6V0B	9.940038484	10.06478495	10.7556589	10.36668873	10.16210815	10.17949418	9.271419721000001	9.979192928	9.56056101	9.898237364	9.667283407000001	9.958916293	9.903802566
ATP6V0C	9.7470187975	10.3536353595	10.544137621	10.652258603	10.789717976	9.963292966000001	9.627612663499999	9.179366691	9.667949791	9.678880418	9.032729568	9.890243884499998	9.245134048499999
ATP6V0D1	10.25524011	10.65017677	10.82152814	11.06810144	10.49649845	10.10915203	9.42872687	10.24920817	9.430457665	9.390792199	9.743371642	9.871778503	10.01727526
ATP6V0E1	9.016609533833334	9.317146739	9.905647055000001	9.299136418666667	9.504924423499999	9.2149412135	9.251074210666667	8.8527364355	9.072867785833333	9.572670584833334	9.055240647666665	9.0752615245	8.739650835166666
ATP6V0E2	8.715487967	8.246054306	7.644097327999999	8.564467679	8.535784092	7.711081407000001	7.39536777	9.498016782	7.2769189579999995	6.085774086	9.561327364	7.462801959	9.439397835
ATP6V1A	7.092352833	6.214326787	6.9328806835	6.365358350999999	6.5085797030000005	7.1189606395	6.885506403000001	7.7471526435	7.733150655499999	9.1434668915	7.179571878	7.837496474	7.485514303
ATP6V1B2	8.293439539	8.707691036	8.927204056	8.105441856	8.448701175	8.775575011	8.49460989	7.762844216	8.513705805	8.382683295	7.318278095	8.875480632999999	7.781149599
ATP6V1C1	6.4880407264999995	5.494935573499999	5.0193301335000005	5.201399865000001	5.5645064170000005	6.7361510505	6.9480485415	7.257690219	7.2074952340000005	6.9456059365	7.271095695	7.5191816414999995	7.242020376000001
ATP6V1D	9.138297109	7.870636445999999	7.963190342999999	7.8356043694999995	7.737844619	9.227826647499999	9.252912062	9.6296638155	9.459370293500001	9.4880674465	9.591769430500001	9.5137459235	9.494819773500002
ATP6V1E1	10.15646644	10.27789704	10.22595001	9.895773449	10.16917232	10.32050761	10.32396762	9.649221649	9.746696071	9.8628401	9.363641666	10.00569613	9.787269754
ATP6V1F	10.10495976	10.38767462	10.54511565	10.63906802	10.65147488	9.931943261	9.755599152	8.87084761	8.696414572	9.100626387	8.530004937000001	9.215243808	8.91533146
ATP6V1G1	10.94240711	10.07716163	9.994977254	9.600775235	9.681558557999999	10.88125222	10.45596539	11.35329125	11.10424642	11.17854612	11.45552412	11.04567374	11.22373263
ATP6V1G2	4.30541758	5.1967919	4.93148054	4.661710715	6.1952794870000005	4.609991817	4.802489334	4.701140139	4.003459492	4.315342987	4.490223759	3.799600027	4.682333315
ATP6V1G2-DDX39B	9.1218676735	9.031284686	8.6747503335	8.666284324	8.522595513999999	8.400350769500001	8.425456468	8.916559549999999	9.0324159	8.734773666999999	9.099298847	8.778887077	9.078010706499999
ATP6V1H	9.25249433	8.816275623	8.333082752000001	8.331143566	8.447371463	8.985826227999999	8.826056823	9.382945394	8.934928952	8.993426878	9.408223872999999	9.16366949	9.286237163
ATP7A	6.4359683575	6.0523294855	5.689041872999999	6.001597587	6.0446163265	6.285465631999999	6.8584379555	6.785859374	6.5118440435	5.76768514	6.9855191475	6.6050986819999995	6.7501189450000005
ATP7B	6.372215566	6.744396123	6.9517064689999994	6.9772167110000005	6.478424977	7.053716406	6.126811901	8.823234008	6.844252507999999	6.613752821	8.408103308	7.073352155	8.921375237000001
ATP8A1	5.662812941	5.211262821	4.0753920169999995	5.115152577	6.442097942	6.049424032	6.549539086	5.4092300710000005	6.983146056	5.872396267	5.428644974	7.404707524	5.113767514
ATP8A2	5.451139362	4.849940581	5.711957814	5.887188618	5.370113068	6.143650094	4.2555013365	6.2029157595	5.0033453345000005	6.2100494105	5.978326661	4.990311824000001	6.5141026175
ATP8B1	6.154783023999999	6.709825306	6.621583719	6.078107365	6.434932739	6.813958584	7.113624842999999	7.046319679	7.634215467000001	7.157999654	7.479020836	7.332886182	7.166678267999999
ATP8B2	7.475710075	8.148990688	8.664846277999999	8.744417071	8.296964867	8.016374832	7.963520707000001	7.071235086000001	7.050725184	7.880417567	7.361630317	7.330249103	7.047108692
ATP9A	7.8457487385	7.606691763999999	7.135628814	7.303877427000001	6.948534218000001	7.407616729500001	7.6659711155	6.5742782495	7.944046676999999	7.4434783825	6.696096326000001	7.8980297835	6.583327657
ATP9B	6.955632831500001	7.2929447125	7.017084387	7.322202402	7.199559022	6.847964129500001	6.869526755000001	6.960502722499999	6.9630166235	6.5576661985	6.988066528499999	6.980070057	6.9406254225
ATPAF2	6.144197152	6.119497066499999	6.1974397665	6.329905987999999	6.301664172000001	5.4298500945	5.468119337	5.491743188499999	5.5435080285	5.1776096670000005	4.948653364	5.3032642385	5.304550424
ATPIF1	9.808042718	9.28211977	9.251007492000001	8.768462158	8.680345747	8.95536602	8.975976416	9.677736508999999	9.565135374	9.315340781	9.616504061	9.411534479	9.704787893999999
ATR	7.7739751695	5.9702414269999995	4.8169012765	6.3400474445	5.7109848754999994	6.690736016500001	7.260710861	8.7338318775	7.966902151999999	7.752260997	8.758197672	7.770188289	8.670583633
ATRAID	10.89116458	11.16119602	11.51559877	11.29748348	11.73771607	10.80350293	10.64065837	10.95728282	10.74282662	10.29168325	10.62034659	10.69251688	10.98694332
ATRIP	7.733988156000001	8.220573831500001	8.8020115915	8.55884915	8.5159491985	7.8585065165	7.5784431595	7.730039747	7.9100980094999995	7.6982134205	7.8280306205	7.9731352725	7.781980661
ATRN	6.928918836	6.96097114	6.5643602864999995	6.920646796	6.5696408415	7.10150942	6.6686117320000005	7.429948636500001	7.505280638	7.504409814	7.3180693565	7.6614614865	7.449766902
ATRX	8.521840572666667	7.555019601999999	6.2090396226666655	7.487841308666667	7.627792960000001	8.12320223	8.917954373999999	9.295460933	9.183424122333333	8.770467913000001	9.228230471000002	8.896681014	9.329211495000001
ATXN1	8.285032079499999	8.3443309515	6.4989514244999995	7.568256336499999	7.206856403	8.515172769	8.551684086	9.177856068499999	7.698252056500001	8.124604803	8.997607194	7.464185627500001	9.184615098
ATXN10	9.4428279115	9.047934383000001	8.267104153	8.691199119	8.6397728785	8.943311568	9.397882061	9.455221499499999	9.323423162	9.43445668	9.444200245	9.2671089645	9.4652146085
ATXN2	7.9100474179999996	7.992320594	7.4772159270000005	7.9258213689999995	7.859238867999999	7.6909668589999995	7.667233672	7.818265724	7.929420972999999	7.8075306620000005	7.504616496000001	7.607444916	7.892781341
ATXN2L	6.7491133020000005	6.288837922000001	6.555898784	6.598905697	6.291470873	6.1280293	6.595768474	6.0704879720000005	6.373091408	6.732169613	6.223456379	6.426037608	6.300349457
ATXN3	6.463616307500001	5.2266763635	5.196564642	5.277918712	5.3059901315	6.4212852915	6.3419523975	6.6292602285	6.317290591000001	6.773706979	6.746485728	6.329785171999999	6.713970419
ATXN7	6.4742613	6.005553323500001	5.1308216170000005	5.205537383	5.0006911105	6.331218916499999	6.567827493499999	6.910761624	6.9419243965	6.9896879535	6.71978702	6.82443976	6.8013200855
ATXN7L3B	9.075210084	9.3849728285	9.167721376500001	9.214208947500001	9.109770572	8.8355789675	8.16352653	8.7266458285	9.2860539535	8.4659328495	8.688026902499999	9.1179288915	8.7362242265
AUH	7.989169603	7.080077221	6.550630673	7.038197768	7.6548278110000005	8.234216157999999	8.130448247999999	8.29934409	9.239042839	8.904924165	8.418753688999999	9.374384478	8.41308382
AUNIP	5.597025096	5.132546238	4.507100594	4.910298436000001	4.86979812	4.858058811	4.782582037	5.997604002999999	4.766193493	4.600122668	6.275175961	4.230253407	5.92066419
AUP1	9.241570453	9.338192077999999	9.756309027	9.78440066	9.396396166	9.227491143	8.961843835	9.28473796	8.910469291	9.287241195	9.104713098	8.966634402999999	9.215718847
AURKA	7.7510606055	6.028527061	5.4582978655000005	5.1738017695	5.032501684	5.144000563500001	5.143742681	8.4226068945	5.541187628	5.962117199	8.394296423499998	5.583506440000001	8.3756863945
AURKAIP1	10.22965621	10.03092688	10.40557036	10.46060176	10.01737018	9.663552985	9.210390344	9.553423744	9.17715249	9.773351607999999	9.347783621	9.371251225	9.650293062000001
AURKAPS1	7.9298077016666655	6.3053559539999995	6.212262635666666	6.843924621	6.851375056999999	7.332909203333332	7.961664227666667	8.279312634666665	8.272913732333333	7.819182897666667	8.119556469666668	8.238986366333334	8.163454293
AURKB	7.548603834	5.747308876	5.5275468839999995	5.316058875	4.559346779	4.590171212	4.460643861	8.127240485	4.89981632	5.199288189	7.0961242570000005	4.789092187	7.720183233999999
AURKC	5.159462958	5.209959601	6.059102091000001	5.276642838	5.502080972999999	5.151848149	5.14593123	4.612412561	4.701620022	4.9815588360000005	4.819090544	5.024232618	4.748759054
AUTS2	9.031476409	8.613652933	7.704959326	8.546960108	8.663518931	8.804965736	8.407147971	8.472976418	9.417368957999999	8.533321979	8.191556181000001	9.200705237000001	8.388253908
AVEN	7.100843193999999	7.933591534	7.578737662999999	7.942250292000001	7.309056715	7.712266962999999	7.933164783	7.456775744	6.373068308	7.2829817189999995	7.448443127000001	6.546673045	7.407927036
AVIL	5.4215058570000005	4.271863584	4.854507247	4.050941899	4.518836962	6.157766082	4.626287919	5.562046819	7.563918787	7.614574523	5.4412610589999995	7.22382727	5.58333287
AVL9	6.8428937219999995	5.781518962333333	5.455841969000001	5.752767085333333	5.657278028666667	6.180954833333334	6.221970353	7.137958745333333	6.693703300666667	6.347267854999999	7.131263918333333	6.705241955999999	7.097170377333334
AVP	4.923159165	5.045095735	4.888168469	4.9632830310000005	4.838774224	4.641146551	5.034122261	4.688601316000001	4.615707533	5.047619041	4.83169716	4.705034559	4.493759299
AVPI1	6.540418636	7.164993967999999	8.456581976	7.662972416000001	9.403436163	7.159354522	6.848283242999999	7.588673261	6.85882974	7.602151272	7.588444404	7.408263019	7.511597687999999
AVPR1A	6.229602712	5.8227756920000004	6.326738787000001	6.118311737999999	6.46148992	5.741752562	5.857739722000001	6.0776688629999995	5.758456978	5.801345157999999	5.777695846	5.618290704	5.7792780310000005
AVPR1B	6.438785164	6.771716672999999	7.247685199	7.292417378	7.425182684	6.78900749	7.034699678	6.7564076239999995	6.613581922000001	7.006582904	6.718853913999999	6.712283845	6.7015006470000005
AVPR2	5.173312841	5.674278416	5.632422207	5.3835431389999995	5.551515813	4.923502991	5.118801873	4.380110595	4.476692761	4.842696195	4.306774677	4.126204099	4.106739129
AXIN1	7.731541002	7.604030224	7.987659927	8.097229315	8.098745069	7.36353982	7.135890832	6.991231692	7.259495361	7.3466662529999995	7.058780706	7.408269871	7.1160872
AXL	7.572297517999999	8.598261035	9.1542614785	8.9491134555	8.795100189	8.326177668	8.550338462	7.070477292	6.6654526305	8.199507707	7.178301119	6.949181205	7.132850638999999
AZGP1	6.1985313479999995	5.8759291529999995	6.137323042	5.882508065	5.9805312829999995	5.812302345	5.926254712	5.836089401000001	5.53595521	6.09430371	5.555816066	5.68472765	5.693120337000001
AZIN1	8.410826392	8.1555857915	7.110811760999999	7.461943342	7.5216601245	8.3495328335	8.534495380500001	8.758981359	8.6848052525	8.110025676	8.641545534	8.6973597585	8.735584708
B2M	12.278681095	12.866963755	12.971630835	12.491226065	12.769084745	13.254523065	12.98007977	12.88006015	13.34907646	13.37401754	12.74427358	13.321287250000001	12.921298879999998
B3GALNT1	5.414165456	4.730515122	4.2007350919999995	4.731479377	4.766761052	4.135701322	5.454427484	5.437263988	5.1253616630000005	4.78768935	4.8045087969999996	5.350979134	5.387410406
B3GALT4	6.992532565	7.665823598999999	8.538334102	7.8513158370000005	8.150300381000001	7.262452402999999	7.333694621	7.116048956	7.460964478999999	7.795392306	7.224685236	7.4801079470000005	7.09588527
B3GAT1	4.848943043999999	5.004060486	5.128816053	5.308268411	5.07683635	5.131083674	4.400398118	4.482799678	5.282389727	5.020082605	4.727171895	5.494247434	4.4337116430000005
B3GAT3	7.375251800999999	7.231070323499999	7.322239904	7.716637426	7.46856542	6.7561937055	6.7572400615	6.89332485	6.584136187	6.7078899025	6.8035348595	6.5720931965	6.857946817
B3GNT1	8.465265581	9.424764317000001	9.424052992	9.588653113	9.820929949	8.453656682	8.948822249	7.703983415	7.597742289	7.395027046	7.682636672999999	7.962080499	7.927037926000001
B3GNT3	6.411493394	6.837414944	7.701536985	6.889784793	6.664968776	7.018250973	6.642761932000001	6.025926736000001	7.124910841	7.3415743739999995	6.507707115	7.348808647999999	6.279409302
B3GNT4	5.685553832999999	5.8914158389999995	6.509680536	5.824673663	6.1392579110000005	5.7138339689999995	5.726839997999999	5.459407719	5.614314655	6.016282428999999	5.638664801	5.90774799	5.500063635
B3GNTL1	6.4955258285	6.214519109499999	6.462211366	6.5132160585	6.4215274615	6.114791171499999	6.0584791915	6.0159352395	6.368072929	6.413542119	6.127783095	6.003789733500001	6.0578754335
B4GALNT1	5.716876974	5.960036722000001	6.169284975	6.207023241	5.8395774110000005	5.772993877999999	5.72811101	5.507168127999999	5.08943152	5.950012263	5.640651271	5.3002543189999995	5.427814071
B4GALT1	7.001402503333334	6.57147448	6.850087391	6.775666264333332	6.732334930666667	6.670942561666667	6.106661730333332	6.507459830333334	6.938240958333334	6.841797577	6.521964635333333	7.050307117333333	6.459374913666667
B4GALT2	7.710840117	7.621612858	7.864335836	7.864690155	7.490110422000001	6.950044977	7.281913831000001	6.959616555	6.840675057	6.951141718	7.204163236	6.749511782000001	7.132994427000001
B4GALT3	7.8775224779999995	8.04500861	8.283638696	8.29477533	8.35395754	7.876682712000001	7.528743106	7.069319092000001	7.138870975	6.960780427	7.286722045	7.203531067999999	7.120836886
B4GALT4	6.731182255999999	6.1161186149999995	6.1010065615	6.288897263000001	6.2694285115	6.8700090175	6.828094862	8.1291574345	7.245852956	7.696445815500001	7.9874682585	7.2230987935	7.9162489745
B4GALT5	9.355971639	9.4684436165	8.365251437000001	8.929862531	8.861932432	9.031426454	9.004300432	8.325090089	8.986444411	9.2079175615	8.4900854505	9.097474113499999	8.354589421
B4GALT7	7.2488373995	7.477741623	7.449207042000001	7.8465274045	7.533391751	6.8728445335	6.799237890000001	6.601343980499999	6.559894779	6.777602288	6.4051720595	6.584668703499999	6.665095659
B9D1	7.073407281333334	7.151343257000001	7.124761200000001	7.217689645	6.98873009	6.3400839436666665	6.186079583999999	6.496146383999999	6.851351328	5.917454172666666	6.341708025	6.650771593333334	6.6321859456666665
B9D2	7.195792528999999	6.899536244	7.493989833	7.1295474610000005	7.032115243	6.629276168	6.398454966	6.468667634	6.943709322	6.513781817999999	6.402192737999999	6.975166112	6.593394668999999
BAAT	5.451075809	5.505267795	5.396383631	5.659826073	5.366884265	5.328043968	5.679399049	5.323394647	5.338463472	5.602563152999999	5.487331398999999	5.411601342000001	5.171036642
BABAM1	9.689848566	9.742905148	10.26303241	10.09180402	10.06111921	9.402786893	9.214323972999999	9.140513036	8.761458417	9.022169303	8.80073943	8.84786882	9.16028316
BACE1	7.877954325	7.826509719	6.579469047000001	7.3675253	7.392692585	7.660462519	8.353742975	7.447878609	7.146917397	7.380443101	7.255191074	7.1354239129999995	7.58032139
BACE2	9.594154066	9.499479699	10.39162199	9.631494387	9.256449271000001	9.587181828	8.276572643	8.856691285	9.22815328	10.24349094	8.784025987	9.124904232999999	8.818062467999999
BACH1	5.985312896	5.133055494	4.461439993	5.029601235	5.173330972	6.677556076	6.977737092999999	6.689922498	6.942971806	6.796108687	6.521153467	7.053466567999999	6.47106777
BACH2	4.106500986	5.225595602	5.233698568	5.199988445	6.182346021	6.591014672000001	7.380118055	5.460308509	6.826016585	5.663239817000001	6.187410245	6.3028495410000005	5.16354512
BAD	8.08547339	8.4267251275	9.1012429435	8.913183119500001	8.8223481235	7.792475824	7.692631014	7.630866939000001	7.2644782325	7.4521134625	7.0732431380000005	7.3204686905	7.661240401500001
BAG1	9.1978939835	9.321013309	9.902639549	9.1864764255	9.030154059500001	9.2472805415	8.974227327000001	8.4651961275	9.0673852695	9.1158289275	8.049333984	9.329694717999999	8.5666336645
BAG2	6.382037238	6.298798457	6.807368589	5.483077102999999	6.8004008570000005	7.759070274	8.733461032000001	7.250008972000001	5.3516034789999996	7.453134283	6.166801008999999	5.039544178	7.087192257000001
BAG3	8.47981047	9.410888821	9.386760768	9.425529662	9.184506132000001	9.220145084	9.35198393	8.98331363	8.062818821	9.0429091	8.811617796	8.149312093999999	9.037700094
BAG5	8.5744920325	8.478135878500002	7.7162172915	8.0760267205	7.6049809325	9.0097436145	8.6978401125	10.336396494999999	8.95994011	8.548903476	10.158325060000001	8.829181388	10.329207485000001
BAG6	10.667962646666666	10.945264293333333	10.970232173333335	11.272480063333333	11.181739423333333	10.464183726666667	9.946663770999999	9.828016794666667	9.990017303666667	10.005802867666667	9.535573987333335	9.963427553666667	9.892395578333334
BAHCC1	7.378644597999999	7.564891103	7.221951058999999	7.876070668	7.806308222	7.003808237	7.016884035	6.280246518999999	6.970192486	6.441207072999999	6.556053961	6.97875447	6.36575766
BAHD1	7.376149529	7.451438228	7.724952793	7.804391749	7.763596693999999	6.849548512	6.705460697	6.71934241	6.802710229	6.766634374	6.5618632020000005	6.881423176	6.790348537000001
BAI1	6.237354987000001	6.177269752999999	6.2407523970000005	6.360311166000001	6.395376807000001	6.045490939	6.223058712	5.885406625	5.9008587420000005	6.263144371	5.6105274000000005	5.727893271	5.664513714
BAI2	5.631736484	6.663670402999999	6.758023858	6.922817601	6.6786097170000005	5.304293069	6.179896177000001	5.121711256	4.9720128830000005	4.849111794	5.105134358	4.630022638	4.997690262
BAIAP2	6.04382434225	6.52443841975	6.51886894375	6.5391755155	6.1222046617500006	5.74100749525	5.797148782	5.584749482000001	5.9731594050000005	5.66604845225	5.705999557	6.3087655172499995	5.628544654999999
BAIAP3	6.733108526500001	7.2838402925	7.69187947	7.338566243500001	7.4042494735	6.7883461215	6.833530335	6.534659569	7.908747024	7.377272420000001	6.5623916195	7.7781825265	6.564540465
BAK1	7.142433454	7.28777154	8.126715535	7.707066615	7.361416556	6.802912396	6.733280118	6.978782402999999	6.858224677999999	7.254524958999999	6.827024606	6.798516297999999	7.044333781000001
BAMBI	7.900963592999999	9.590662001	8.745590186	8.592436403999999	9.686399977	8.753991771	9.716022845	6.306510144	7.387969735	7.242189449	6.543549881000001	7.097009562	6.425473781
BANF1	10.88930171	10.61002845	10.95867603	11.09302059	10.97646021	10.05339273	10.46860363	9.72229735	9.56262908	9.620503952	9.485986286000001	9.568030164	9.918911326
BANK1	4.515544332	4.254227234	4.017488434	4.431947759	4.0086822589999995	4.805781403	4.363935989	5.8204702070000005	6.8912446439999995	4.821748927	6.066382471	6.306809537	5.882410012
BANP	9.158728311	9.022746032	8.700688025	9.313930001000001	9.044657489	8.511491032	8.249990401	8.304676355	8.484706087000001	8.376651365	8.504953552	8.637214535	8.24198417
BAP1	8.789964693	8.949510943	9.041953027	9.131352941	9.193585073	8.354257121	8.105843818	7.718636507	7.7332819960000005	7.713385378	7.504504309	7.690530047	7.817467411
BARD1	8.223041806	6.402161067000001	6.328598206000001	6.21854403	5.902337191	7.037506089	7.011091212	9.431891692	7.0471569789999995	7.262707697000001	9.277874257	7.013618833	9.1962242
BARX2	5.075816318	5.443324845	6.165721137	5.723939061	5.86477489	5.548750876000001	5.442666045	5.26072241	5.705185657	5.935707162000001	5.525224741000001	5.76750263	5.1498670660000005
BASP1	11.5810537	10.91889225	11.08649035	11.43185471	10.80111166	11.26081113	10.15259475	11.59427015	10.03316508	11.41102367	11.41040863	10.21296942	11.73315394
BATF	5.79738057	6.55180675	6.9013495129999995	6.898053608	6.951403174	6.398163172	6.322835412000001	5.577725094	6.554302484	6.338941796	5.861717454	6.72722039	5.761185155
BATF3	6.9803646839999995	7.5411875020000005	7.91475242	7.693893705	7.363288302999999	7.761450902000001	7.022810917999999	6.140368318999999	6.504335009	7.979258855	6.490607636	6.556367941	6.525951589
BAX	6.824997695	6.7047875215	7.597058544999999	7.0232863135	6.3861403535	7.048571516	6.160102973000001	8.5349974085	7.549823657000001	7.8845493635	7.5305811385	7.528337763	8.393753819499999
BAZ1A	6.930393879	6.05530632	4.760855573000001	5.8602025195	4.9955241145	7.223341689	6.578010445	8.0508954825	7.7255000225	7.8514251315	8.1018996205	7.725344205500001	8.0204077215
BAZ1B	7.649320712333332	7.399858944000001	7.065266386666665	7.377010631666667	7.289745428666667	7.159453989	7.1816349356666676	6.984715606666666	6.934717291333334	7.213961414666667	7.13688283	6.903033126666667	7.156649680666667
